Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,Release Year,Release Month
GPU,2005-09-30,130.0,65.0,287.0,222.0,275.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-30,130.0,65.0,225.0,222.0,425.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-30,110.0,65.0,287.0,222.0,300.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2004-04-14,110.0,65.0,287.0,222.0,650.0,TSMC,NVIDIA,,,,2004.0,4.0
GPU,2005-09-30,110.0,65.0,222.0,198.0,450.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-30,110.0,65.0,222.0,198.0,650.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-30,130.0,65.0,287.0,222.0,300.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-08-11,110.0,65.0,333.0,302.0,400.0,TSMC,NVIDIA,,,,2005.0,8.0
GPU,2005-06-22,110.0,65.0,333.0,302.0,650.0,TSMC,NVIDIA,,,,2005.0,6.0
GPU,2005-08-11,110.0,120.0,333.0,302.0,400.0,TSMC,NVIDIA,,,,2005.0,8.0
GPU,2005-06-22,110.0,86.0,333.0,302.0,430.0,TSMC,NVIDIA,,,,2005.0,6.0
GPU,2005-11-14,110.0,108.0,333.0,302.0,500.0,TSMC,NVIDIA,,,,2005.0,11.0
GPU,2005-02-01,130.0,65.0,133.0,82.0,450.0,TSMC,NVIDIA,,,,2005.0,2.0
GPU,2005-09-29,110.0,65.0,154.0,146.0,300.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-29,110.0,65.0,154.0,146.0,300.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-29,110.0,65.0,154.0,146.0,375.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-29,110.0,65.0,154.0,146.0,225.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-02-24,130.0,89.0,225.0,222.0,450.0,TSMC,NVIDIA,,,,2005.0,2.0
GPU,2005-09-29,110.0,65.0,333.0,302.0,440.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-29,90.0,45.0,196.0,278.0,500.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-09-29,90.0,65.0,196.0,278.0,650.0,TSMC,NVIDIA,,,,2005.0,9.0
GPU,2005-07-28,130.0,83.0,225.0,222.0,425.0,TSMC,NVIDIA,,,,2005.0,7.0
GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA,,,,2005.0,7.0
GPU,2005-07-28,130.0,83.0,287.0,222.0,375.0,TSMC,NVIDIA,,,,2005.0,7.0
GPU,2005-07-28,110.0,109.0,333.0,302.0,430.0,TSMC,NVIDIA,,,,2005.0,7.0
GPU,2005-02-25,130.0,65.0,225.0,222.0,275.0,TSMC,NVIDIA,,,,2005.0,2.0
GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA,,,,2005.0,5.0
GPU,2005-05-31,150.0,10.0,65.0,29.0,250.0,TSMC,NVIDIA,,,,2005.0,5.0
GPU,2005-05-31,150.0,10.0,91.0,45.0,250.0,TSMC,NVIDIA,,,,2005.0,5.0
GPU,2005-05-26,90.0,45.0,86.0,54.0,147.0,Sony,Sony,,,,2005.0,5.0
GPU,2005-05-26,90.0,65.0,86.0,54.0,650.0,Sony,Sony,,,,2005.0,5.0
GPU,2005-11-01,130.0,65.0,169.0,90.0,300.0,UMC,XGI,,,,2005.0,11.0
GPU,2005-11-01,130.0,65.0,169.0,90.0,650.0,UMC,XGI,,,,2005.0,11.0
GPU,,110.0,65.0,169.0,1170.0,450.0,UMC,XGI,,,,,
GPU,,110.0,65.0,169.0,1170.0,650.0,UMC,XGI,,,,,
GPU,2006-09-18,90.0,65.0,100.0,105.0,371.0,UMC,ATI,,,,2006.0,9.0
GPU,2006-09-18,90.0,65.0,100.0,105.0,650.0,UMC,ATI,,,,2006.0,9.0
GPU,2006-09-18,90.0,65.0,100.0,105.0,419.0,UMC,ATI,,,,2006.0,9.0
GPU,2006-09-18,90.0,65.0,100.0,105.0,550.0,UMC,ATI,,,,2006.0,9.0
GPU,2006-09-18,90.0,65.0,100.0,105.0,650.0,UMC,ATI,,,,2006.0,9.0
GPU,2006-03-01,90.0,65.0,288.0,312.0,450.0,TSMC,ATI,,,,2006.0,3.0
GPU,2006-03-01,90.0,65.0,288.0,312.0,650.0,TSMC,ATI,,,,2006.0,3.0
GPU,2006-03-01,90.0,65.0,288.0,312.0,540.0,TSMC,ATI,,,,2006.0,3.0
GPU,2006-12-07,110.0,24.0,74.0,107.0,400.0,TSMC,ATI,,,,2006.0,12.0
GPU,2006-12-07,130.0,24.0,76.0,60.0,250.0,TSMC,ATI,,,,2006.0,12.0
GPU,2006-10-27,90.0,27.0,100.0,107.0,350.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-27,90.0,65.0,100.0,107.0,650.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-11-01,90.0,31.0,100.0,105.0,600.0,UMC,ATI,,,,2006.0,11.0
GPU,2006-08-12,90.0,22.0,150.0,157.0,500.0,TSMC,ATI,,,,2006.0,8.0
GPU,2006-08-12,90.0,22.0,150.0,157.0,500.0,TSMC,ATI,,,,2006.0,8.0
GPU,2006-08-23,80.0,44.0,131.0,157.0,600.0,TSMC,ATI,,,,2006.0,8.0
GPU,2006-08-23,80.0,65.0,131.0,157.0,650.0,TSMC,ATI,,,,2006.0,8.0
GPU,2006-10-15,80.0,44.0,131.0,157.0,600.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-30,80.0,55.0,230.0,312.0,525.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-30,80.0,65.0,230.0,312.0,650.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-30,80.0,55.0,230.0,312.0,540.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-30,80.0,65.0,230.0,312.0,525.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-03-01,90.0,48.0,288.0,312.0,500.0,TSMC,ATI,,,,2006.0,3.0
GPU,2006-03-01,90.0,65.0,288.0,312.0,500.0,TSMC,ATI,,,,2006.0,3.0
GPU,2006-11-06,90.0,75.0,352.0,384.0,575.0,TSMC,ATI,,,,2006.0,11.0
GPU,2006-01-13,90.0,65.0,352.0,384.0,650.0,TSMC,ATI,,,,2006.0,1.0
GPU,2006-05-01,90.0,75.0,352.0,384.0,575.0,TSMC,ATI,,,,2006.0,5.0
GPU,2006-09-10,90.0,65.0,352.0,384.0,650.0,TSMC,ATI,,,,2006.0,9.0
GPU,2006-09-10,90.0,65.0,352.0,384.0,650.0,TSMC,ATI,,,,2006.0,9.0
GPU,2006-10-01,80.0,66.0,230.0,312.0,575.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-01,80.0,65.0,230.0,312.0,650.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-25,80.0,66.0,230.0,312.0,575.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-17,90.0,96.0,352.0,384.0,625.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-17,90.0,96.0,352.0,384.0,625.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-17,90.0,125.0,352.0,384.0,650.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-10-25,110.0,30.0,74.0,107.0,325.0,TSMC,ATI,,,,2006.0,10.0
GPU,2006-09-10,130.0,69.0,297.0,160.0,520.0,TSMC,ATI,,,,2006.0,9.0
GPU,2006-05-23,110.0,65.0,73.0,1170.0,400.0,TSMC,ATI,,,,2006.0,5.0
GPU,2006-05-23,110.0,65.0,73.0,1170.0,400.0,TSMC,ATI,,,,2006.0,5.0
GPU,2006-11-19,90.0,45.0,95.0,107.0,243.0,NEC,ATI,,,,2006.0,11.0
GPU,2006-11-19,90.0,65.0,95.0,107.0,650.0,NEC,ATI,,,,2006.0,11.0
GPU,2006-06-01,90.0,13.0,169.0,1170.0,667.0,Intel,Intel,,,,2006.0,6.0
GPU,2006-06-01,90.0,65.0,169.0,1170.0,650.0,Intel,Intel,,,,2006.0,6.0
GPU,2006-06-01,90.0,13.0,169.0,1170.0,667.0,Intel,Intel,,,,2006.0,6.0
GPU,2006-06-01,90.0,13.0,169.0,1170.0,400.0,Intel,Intel,,,,2006.0,6.0
GPU,2006-07-01,90.0,13.0,169.0,1170.0,400.0,Intel,Intel,,,,2006.0,7.0
GPU,2006-06-01,90.0,13.0,169.0,1170.0,667.0,Intel,Intel,,,,2006.0,6.0
GPU,2006-06-01,90.0,13.0,169.0,1170.0,500.0,Intel,Intel,,,,2006.0,6.0
GPU,2006-06-14,150.0,65.0,174.0,80.0,250.0,UMC,Matrox,,,,2006.0,6.0
GPU,2006-08-08,110.0,65.0,110.0,75.0,350.0,TSMC,NVIDIA,,,,2006.0,8.0
GPU,2006-05-15,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA,,,,2006.0,5.0
GPU,2006-03-01,90.0,65.0,125.0,177.0,650.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-05-15,80.0,24.0,100.0,177.0,350.0,TSMC,NVIDIA,,,,2006.0,5.0
GPU,2006-03-09,80.0,65.0,100.0,177.0,650.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-05-15,80.0,24.0,100.0,177.0,350.0,TSMC,NVIDIA,,,,2006.0,5.0
GPU,2006-08-26,90.0,24.0,125.0,177.0,350.0,TSMC,NVIDIA,,,,2006.0,8.0
GPU,2006-03-22,90.0,65.0,81.0,112.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-01-18,90.0,65.0,81.0,112.0,650.0,TSMC,NVIDIA,,,,2006.0,1.0
GPU,2006-03-22,90.0,65.0,81.0,112.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-03-22,90.0,65.0,81.0,112.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-03-22,90.0,65.0,81.0,112.0,475.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-03-22,80.0,27.0,100.0,177.0,400.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-07-01,80.0,27.0,100.0,177.0,400.0,TSMC,NVIDIA,,,,2006.0,7.0
GPU,2006-07-01,90.0,27.0,196.0,278.0,500.0,TSMC,NVIDIA,,,,2006.0,7.0
GPU,2006-03-09,80.0,40.0,100.0,177.0,560.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-09-02,90.0,40.0,125.0,177.0,560.0,TSMC,NVIDIA,,,,2006.0,9.0
GPU,2006-09-02,80.0,40.0,100.0,177.0,560.0,TSMC,NVIDIA,,,,2006.0,9.0
GPU,2006-03-22,80.0,65.0,100.0,177.0,400.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-03-22,80.0,65.0,100.0,177.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-02-02,110.0,75.0,333.0,302.0,425.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-02-02,110.0,75.0,333.0,302.0,425.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-02-02,110.0,75.0,333.0,302.0,375.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-09-28,90.0,75.0,196.0,278.0,425.0,TSMC,NVIDIA,,,,2006.0,9.0
GPU,2006-09-28,90.0,75.0,196.0,278.0,425.0,TSMC,NVIDIA,,,,2006.0,9.0
GPU,2006-09-28,90.0,75.0,196.0,278.0,375.0,TSMC,NVIDIA,,,,2006.0,9.0
GPU,2006-05-01,90.0,49.0,196.0,278.0,450.0,TSMC,NVIDIA,,,,2006.0,5.0
GPU,2006-04-02,90.0,65.0,196.0,278.0,450.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-03-09,90.0,48.0,196.0,278.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-10-01,90.0,81.0,196.0,278.0,650.0,TSMC,NVIDIA,,,,2006.0,10.0
GPU,2006-03-09,90.0,84.0,196.0,278.0,650.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-04-30,90.0,110.0,196.0,278.0,500.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-08-06,90.0,65.0,196.0,278.0,550.0,TSMC,NVIDIA,,,,2006.0,8.0
GPU,2006-06-05,90.0,110.0,196.0,278.0,500.0,TSMC,NVIDIA,,,,2006.0,6.0
GPU,2006-11-08,90.0,143.0,484.0,681.0,513.0,TSMC,NVIDIA,,228.1,,2006.0,11.0
GPU,2006-11-08,90.0,65.0,484.0,681.0,650.0,TSMC,NVIDIA,,,,2006.0,11.0
GPU,2006-11-08,90.0,155.0,484.0,681.0,576.0,TSMC,NVIDIA,,345.6,,2006.0,11.0
GPU,2006-02-01,110.0,16.0,110.0,75.0,300.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-02-01,110.0,65.0,110.0,75.0,400.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-09-01,90.0,65.0,81.0,112.0,450.0,TSMC,NVIDIA,,,,2006.0,9.0
GPU,2006-03-01,90.0,65.0,125.0,177.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-08-01,80.0,65.0,100.0,177.0,500.0,TSMC,NVIDIA,,,,2006.0,8.0
GPU,2006-08-01,80.0,65.0,100.0,177.0,450.0,TSMC,NVIDIA,,,,2006.0,8.0
GPU,2006-03-03,110.0,35.0,333.0,302.0,400.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-04-18,90.0,20.0,196.0,278.0,375.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-18,90.0,45.0,196.0,278.0,500.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-18,90.0,20.0,125.0,177.0,350.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-10-12,90.0,45.0,196.0,278.0,575.0,TSMC,NVIDIA,,,,2006.0,10.0
GPU,2006-11-11,90.0,80.0,258.0,300.0,550.0,Sony,NVIDIA,,,,2006.0,11.0
GPU,2006-11-11,90.0,65.0,258.0,300.0,650.0,Sony,NVIDIA,,,,2006.0,11.0
GPU,2006-04-20,90.0,65.0,196.0,278.0,325.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-18,90.0,45.0,196.0,278.0,375.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-20,90.0,21.0,81.0,112.0,550.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-05-22,90.0,80.0,196.0,278.0,450.0,TSMC,NVIDIA,,,,2006.0,5.0
GPU,2006-03-13,90.0,15.0,81.0,112.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-04-24,90.0,145.0,196.0,278.0,500.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-20,110.0,30.0,154.0,146.0,360.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-20,90.0,96.0,196.0,278.0,650.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-04-20,90.0,104.0,196.0,278.0,650.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-03-13,90.0,35.0,125.0,177.0,450.0,TSMC,NVIDIA,,,,2006.0,3.0
GPU,2006-04-20,90.0,30.0,125.0,177.0,350.0,TSMC,NVIDIA,,,,2006.0,4.0
GPU,2006-06-01,90.0,10.0,81.0,112.0,300.0,TSMC,NVIDIA,,,,2006.0,6.0
GPU,2006-06-01,90.0,10.0,81.0,112.0,450.0,TSMC,NVIDIA,,,,2006.0,6.0
GPU,2006-02-01,90.0,65.0,81.0,112.0,650.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-06-06,110.0,18.0,110.0,75.0,275.0,TSMC,NVIDIA,,,,2006.0,6.0
GPU,2006-05-24,90.0,16.0,125.0,177.0,500.0,TSMC,NVIDIA,,,,2006.0,5.0
GPU,2006-02-14,110.0,31.0,154.0,146.0,250.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-02-14,110.0,31.0,154.0,146.0,250.0,TSMC,NVIDIA,,,,2006.0,2.0
GPU,2006-08-21,90.0,35.0,196.0,278.0,450.0,TSMC,NVIDIA,,,,2006.0,8.0
GPU,2007-11-08,55.0,105.0,192.0,666.0,777.0,TSMC,AMD,,497.3,99.46,2007.0,11.0
GPU,2007-11-08,55.0,65.0,192.0,666.0,650.0,TSMC,AMD,,,,2007.0,11.0
GPU,2007-10-18,180.0,65.0,80.0,8.0,200.0,Unknown,ATI,,,,2007.0,10.0
GPU,2007-10-18,180.0,65.0,80.0,8.0,650.0,Unknown,ATI,,,,2007.0,10.0
GPU,2007-06-28,65.0,73.0,153.0,390.0,600.0,TSMC,ATI,,144.0,,2007.0,6.0
GPU,2007-06-28,65.0,65.0,153.0,390.0,650.0,TSMC,ATI,,,,2007.0,6.0
GPU,2007-08-06,65.0,89.0,153.0,390.0,800.0,TSMC,ATI,,192.0,,2007.0,8.0
GPU,2007-08-06,80.0,127.0,420.0,720.0,600.0,TSMC,ATI,,384.0,,2007.0,8.0
GPU,2007-05-14,80.0,65.0,420.0,720.0,650.0,TSMC,ATI,,,,2007.0,5.0
GPU,2007-11-19,55.0,65.0,192.0,666.0,777.0,TSMC,ATI,,497.3,99.46,2007.0,11.0
GPU,2007-11-19,55.0,65.0,192.0,666.0,650.0,TSMC,ATI,,,,2007.0,11.0
GPU,2007-05-14,80.0,159.0,420.0,720.0,688.0,TSMC,ATI,,440.3,,2007.0,5.0
GPU,2007-08-06,80.0,65.0,420.0,720.0,688.0,TSMC,ATI,,440.3,,2007.0,8.0
GPU,2007-05-14,65.0,65.0,153.0,390.0,500.0,TSMC,ATI,,120.0,,2007.0,5.0
GPU,2007-05-14,65.0,65.0,153.0,390.0,650.0,TSMC,ATI,,,,2007.0,5.0
GPU,2007-05-14,65.0,65.0,85.0,180.0,450.0,TSMC,ATI,,36.0,,2007.0,5.0
GPU,2007-05-14,65.0,65.0,85.0,180.0,650.0,TSMC,ATI,,,,2007.0,5.0
GPU,2007-05-14,65.0,65.0,85.0,180.0,600.0,TSMC,ATI,,48.0,,2007.0,5.0
GPU,2007-05-14,65.0,65.0,85.0,180.0,650.0,TSMC,ATI,,,,2007.0,5.0
GPU,2007-06-28,65.0,65.0,85.0,180.0,650.0,TSMC,ATI,,52.0,,2007.0,6.0
GPU,2007-05-14,65.0,65.0,153.0,390.0,500.0,TSMC,ATI,,120.0,,2007.0,5.0
GPU,2007-05-14,65.0,65.0,153.0,390.0,680.0,TSMC,ATI,,163.2,,2007.0,5.0
GPU,2007-07-26,65.0,65.0,153.0,390.0,600.0,TSMC,ATI,,144.0,,2007.0,7.0
GPU,2007-12-12,65.0,35.0,153.0,390.0,650.0,TSMC,ATI,,156.0,,2007.0,12.0
GPU,2007-11-08,90.0,65.0,150.0,157.0,398.0,TSMC,ATI,,,,2007.0,11.0
GPU,2006-02-01,90.0,65.0,150.0,157.0,650.0,TSMC,ATI,,,,2006.0,2.0
GPU,2007-06-01,90.0,65.0,150.0,157.0,460.0,TSMC,ATI,,,,2007.0,6.0
GPU,2006-02-01,90.0,65.0,150.0,157.0,650.0,TSMC,ATI,,,,2006.0,2.0
GPU,2007-06-28,65.0,25.0,85.0,180.0,600.0,TSMC,ATI,,48.0,,2007.0,6.0
GPU,,65.0,65.0,85.0,180.0,650.0,TSMC,ATI,,,,,
GPU,2007-06-28,65.0,20.0,85.0,180.0,525.0,TSMC,ATI,,42.0,,2007.0,6.0
GPU,2007-06-28,65.0,20.0,85.0,180.0,525.0,TSMC,ATI,,42.0,,2007.0,6.0
GPU,2007-06-28,65.0,20.0,85.0,180.0,525.0,TSMC,ATI,,42.0,,2007.0,6.0
GPU,2007-06-28,65.0,25.0,85.0,180.0,650.0,TSMC,ATI,,52.0,,2007.0,6.0
GPU,2007-06-28,65.0,35.0,153.0,390.0,600.0,TSMC,ATI,,144.0,,2007.0,6.0
GPU,2007-06-28,65.0,35.0,153.0,390.0,594.0,TSMC,ATI,,142.6,,2007.0,6.0
GPU,2007-06-28,65.0,50.0,153.0,390.0,800.0,TSMC,ATI,,192.0,,2007.0,6.0
GPU,2007-06-28,65.0,45.0,153.0,390.0,800.0,TSMC,ATI,,192.0,,2007.0,6.0
GPU,2007-06-28,55.0,45.0,135.0,378.0,722.0,TSMC,ATI,,173.3,,2007.0,6.0
GPU,2007-06-28,55.0,65.0,135.0,378.0,650.0,TSMC,ATI,,,,2007.0,6.0
GPU,2007-06-28,65.0,45.0,153.0,390.0,800.0,TSMC,ATI,,192.0,,2007.0,6.0
GPU,2007-07-26,65.0,65.0,153.0,390.0,800.0,TSMC,ATI,,192.0,,2007.0,7.0
GPU,2007-11-06,80.0,150.0,420.0,720.0,601.0,TSMC,ATI,,288.5,,2007.0,11.0
GPU,2007-12-12,80.0,200.0,420.0,720.0,600.0,TSMC,ATI,,384.0,,2007.0,12.0
GPU,2007-05-14,80.0,215.0,420.0,720.0,743.0,TSMC,ATI,,475.5,,2007.0,5.0
GPU,,55.0,75.0,192.0,666.0,600.0,TSMC,ATI,,384.0,76.8,,
GPU,,55.0,110.0,192.0,666.0,777.0,TSMC,ATI,,497.3,99.46,,
GPU,2007-12-10,55.0,25.0,67.0,181.0,600.0,TSMC,ATI,,48.0,,2007.0,12.0
GPU,2007-12-10,55.0,65.0,67.0,181.0,650.0,TSMC,ATI,,,,2007.0,12.0
GPU,2007-12-10,55.0,50.0,67.0,181.0,600.0,TSMC,ATI,,48.0,,2007.0,12.0
GPU,2007-11-19,55.0,75.0,192.0,666.0,668.0,TSMC,ATI,,427.5,85.5,2007.0,11.0
GPU,2007-11-19,55.0,106.0,192.0,666.0,777.0,TSMC,ATI,,497.3,99.46,2007.0,11.0
GPU,,55.0,106.0,192.0,666.0,777.0,TSMC,ATI,,497.3,99.46,,
GPU,2007-11-25,130.0,24.0,76.0,60.0,250.0,TSMC,ATI,,,,2007.0,11.0
GPU,2007-10-01,90.0,41.0,150.0,157.0,500.0,TSMC,ATI,,,,2007.0,10.0
GPU,2007-11-20,90.0,65.0,100.0,105.0,635.0,UMC,ATI,,,,2007.0,11.0
GPU,2007-05-01,80.0,65.0,230.0,312.0,400.0,TSMC,ATI,,,,2007.0,5.0
GPU,2007-12-02,90.0,65.0,150.0,157.0,587.0,TSMC,ATI,,,,2007.0,12.0
GPU,2007-11-05,80.0,44.0,131.0,157.0,587.0,TSMC,ATI,,,,2007.0,11.0
GPU,2007-11-30,80.0,50.0,230.0,312.0,500.0,TSMC,ATI,,,,2007.0,11.0
GPU,2007-11-08,130.0,40.0,281.0,160.0,473.0,TSMC,ATI,,,,2007.0,11.0
GPU,2007-12-29,130.0,49.0,289.0,160.0,400.0,TSMC,ATI,,,,2007.0,12.0
GPU,2007-11-08,130.0,49.0,281.0,160.0,400.0,TSMC,ATI,,,,2007.0,11.0
GPU,2007-10-17,130.0,65.0,73.0,1170.0,300.0,Unknown,ATI,,,,2007.0,10.0
GPU,2007-10-17,110.0,65.0,73.0,1170.0,400.0,TSMC,ATI,,,,2007.0,10.0
GPU,2007-10-27,80.0,175.0,156.0,232.0,500.0,TSMC,ATI,,240.0,,2007.0,10.0
GPU,2007-10-27,80.0,65.0,156.0,232.0,650.0,TSMC,ATI,,,,2007.0,10.0
GPU,2007-05-09,90.0,13.0,169.0,1170.0,400.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,90.0,65.0,169.0,1170.0,650.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,90.0,13.0,169.0,1170.0,400.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,90.0,13.0,169.0,1170.0,400.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,45.0,13.0,66.0,123.0,400.0,Intel,Intel,,12.8,,2007.0,5.0
GPU,2007-05-09,45.0,65.0,66.0,123.0,650.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,45.0,13.0,66.0,123.0,400.0,Intel,Intel,,12.8,,2007.0,5.0
GPU,2007-05-09,90.0,13.0,169.0,1170.0,500.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,90.0,65.0,169.0,1170.0,650.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-05-09,90.0,13.0,169.0,1170.0,500.0,Intel,Intel,,,,2007.0,5.0
GPU,2007-08-01,90.0,13.0,169.0,1170.0,667.0,Intel,Intel,,,,2007.0,8.0
GPU,2007-10-04,90.0,65.0,81.0,112.0,500.0,Unknown,NVIDIA,,,,2007.0,10.0
GPU,2007-10-04,90.0,65.0,81.0,112.0,650.0,Unknown,NVIDIA,,,,2007.0,10.0
GPU,2007-10-04,90.0,65.0,81.0,112.0,500.0,Unknown,NVIDIA,,,,2007.0,10.0
GPU,2007-10-04,90.0,65.0,81.0,112.0,600.0,Unknown,NVIDIA,,,,2007.0,10.0
GPU,2007-11-16,90.0,65.0,81.0,112.0,630.0,Unknown,NVIDIA,,,,2007.0,11.0
GPU,2007-11-16,90.0,65.0,81.0,112.0,425.0,Unknown,NVIDIA,,,,2007.0,11.0
GPU,2006-02-01,90.0,65.0,81.0,112.0,650.0,Unknown,NVIDIA,,,,2006.0,2.0
GPU,2007-12-04,65.0,25.0,86.0,210.0,540.0,UMC,NVIDIA,,20.8,,2007.0,12.0
GPU,2007-12-04,65.0,65.0,86.0,210.0,650.0,UMC,NVIDIA,,,,2007.0,12.0
GPU,2007-12-04,65.0,25.0,86.0,210.0,567.0,UMC,NVIDIA,,22.4,,2007.0,12.0
GPU,2007-12-04,65.0,25.0,86.0,210.0,567.0,UMC,NVIDIA,,22.4,,2007.0,12.0
GPU,2007-05-09,80.0,10.0,127.0,210.0,400.0,TSMC,NVIDIA,,12.8,,2007.0,5.0
GPU,2007-04-17,80.0,65.0,127.0,210.0,650.0,TSMC,NVIDIA,,,,2007.0,4.0
GPU,2007-05-09,80.0,11.0,127.0,210.0,400.0,TSMC,NVIDIA,,25.6,,2007.0,5.0
GPU,2007-04-17,80.0,65.0,127.0,210.0,650.0,TSMC,NVIDIA,,,,2007.0,4.0
GPU,2007-05-09,80.0,14.0,127.0,210.0,450.0,TSMC,NVIDIA,,28.8,,2007.0,5.0
GPU,2007-09-21,80.0,75.0,169.0,289.0,675.0,TSMC,NVIDIA,,92.8,,2007.0,9.0
GPU,2007-04-17,80.0,65.0,169.0,289.0,650.0,TSMC,NVIDIA,,,,2007.0,4.0
GPU,2007-05-01,80.0,20.0,127.0,210.0,450.0,TSMC,NVIDIA,,28.8,,2007.0,5.0
GPU,2007-12-31,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA,,60.8,,2007.0,12.0
GPU,2007-05-01,80.0,20.0,169.0,289.0,475.0,TSMC,NVIDIA,,60.8,,2007.0,5.0
GPU,2007-10-05,80.0,20.0,169.0,289.0,470.0,TSMC,NVIDIA,,60.16,,2007.0,10.0
GPU,2007-06-01,80.0,29.0,169.0,289.0,625.0,TSMC,NVIDIA,,80.0,,2007.0,6.0
GPU,2007-10-29,65.0,125.0,324.0,754.0,600.0,TSMC,NVIDIA,,336.0,,2007.0,10.0
GPU,2007-10-29,65.0,65.0,324.0,754.0,650.0,TSMC,NVIDIA,,,,2007.0,10.0
GPU,2007-12-11,65.0,135.0,324.0,754.0,650.0,TSMC,NVIDIA,,416.0,,2007.0,12.0
GPU,2007-11-19,90.0,150.0,484.0,681.0,500.0,TSMC,NVIDIA,,268.8,,2007.0,11.0
